id,fips5,totalpop,countbelow200pct,State,Housingperpov200,Businessperemp,ImpactFinanceperpov200,CommDevOtherperpov200,z_Housing,z_ImpactFinance,z_CommDevOther,z_Business,z_GlobalCapacity,popsize_bin,Housing_ptile,Housing_rank,Business_ptile,Business_rank,ImpactFinance_ptile,ImpactFinance_rank,CommDevOther_ptile,CommDevOther_rank,GlobalCapacity_ptile,GlobalCapacity_rank,CoreLogic_200pov,CountyName
438,22077,22498,9155,LA,58.95139313,NA,34.54164124,193.0873413,-0.152528703,-0.348297507,1.76347065,NA,NA,1,78,87,NA,NA,58,167,93,30,NA,NA,34.54164124,Pointe Coupee
439,22079,132225,55199,LA,91.96756744,12522.37012,693.3375854,27.28148079,0.170483336,0.386995673,-0.348262608,1.085300207,0.323629141,3,66,106,87,42,89,36,42,180,81,60,9014.442383,Rapides
440,22087,42858,19040,LA,29.68676376,NA,2633.765137,0,-0.438837707,2.552739382,-0.695724487,NA,NA,1,71,116,NA,NA,99,7,1,285.5,NA,NA,128.513031,St Bernard
441,22089,52639,15723,LA,0,14808.27148,1054.406738,50.88087463,-0.729276597,0.789991021,-0.047696494,1.861602664,0.468655139,2,1,172,98,5,94,12,66,69,92,17,35479.36719,St Charles
442,22091,10818,5555,LA,0,NA,2.270927191,0,-0.729276597,-0.384315401,-0.695724487,NA,NA,1,1,274,NA,NA,37,251,1,285.5,NA,NA,6.771377087,St Helena
443,22093,21650,7495,LA,0,NA,68.8737793,82.51908112,-0.729276597,-0.309978843,0.355253398,NA,NA,1,1,274,NA,NA,67,133,82,74,NA,NA,68.8737793,St James
444,22095,44161,16996,LA,0,NA,72.21174622,0,-0.729276597,-0.306253284,-0.695724487,NA,NA,1,1,274,NA,NA,68,128,1,285.5,NA,NA,78.566185,St John The Baptist
445,22099,53126,21784,LA,0,12083.84277,5.523415089,129.895462,-0.729276597,-0.38068524,0.95864749,0.936374307,0.196264982,2,1,172,88,24,17,165,95,10,81,38,6271.838379,St Martin
446,22103,242960,67907,LA,46.46179962,12614.57813,470.7480164,61.97442627,-0.274719983,0.138559729,0.093592972,1.116614461,0.268511802,3,43,178,88,40,81,61,75,79,78,70,15060.18066,St Tammany
447,22105,125486,52951,LA,76.6733017,10386.68359,1015.560852,54.9930954,0.020852676,0.746634424,0.004677489,0.360011339,0.283043981,3,59,128,64,113,94,20,70,94,79,66,11780.41211,Tangipahoa
448,22109,112742,43124,LA,55.13324738,7792.240723,10.94577312,8.563100815,-0.189883336,-0.374633253,-0.586663246,-0.521073282,-0.418063283,3,49,161,29,223,10,282,21,246,12,274,10.94577312,Terrebonne
449,22111,22533,10508,LA,0,NA,151.4580383,249.5545044,-0.729276597,-0.217805162,2.482646465,NA,NA,1,1,274,NA,NA,77,91,96,18,NA,NA,16948.28711,Union
450,22113,59110,23367,LA,50.2950325,2779.142822,0.982796252,224.3012848,-0.237217769,-0.385753095,2.161016941,-2.223544121,-0.171374515,2,60,80,2,195,9,181,99,2,55,90,9.541874886,Vermilion
451,22119,40617,19601,LA,0,NA,596.104187,74.47140503,-0.729276597,0.278471857,0.252756745,NA,NA,1,1,274,NA,NA,91,36,80,81,NA,NA,9698.469727,Webster
452,22121,24669,8076,LA,152.0353088,NA,633.8979492,43.33828735,0.758153021,0.320654094,-0.143760249,NA,NA,1,91,38,NA,NA,92,35,71,115,NA,NA,5451.209473,West Baton Rouge
453,22125,15415,4363,LA,0,NA,2.612193346,229.2000885,-0.729276597,-0.383934498,2.223409176,NA,NA,1,1,274,NA,NA,37,249,95,23,NA,NA,3443.67334,West Feliciana
454,23001,107393,35827,ME,116.0901184,7102.103516,684.5239258,215.9291992,0.406485081,0.377158582,2.054388762,-0.75544703,0.520646334,3,74,82,21,246,89,37,99,5,91,31,13789.39063,Androscoggin
455,23005,286119,74180,ME,240.420517,12373.31934,1334.764038,151.7818451,1.622865081,1.102902412,1.237396359,1.034681916,1.249461412,4,94,8,86,19,97,5,93,10,97,5,24785.19336,Cumberland
456,23019,153437,56677,ME,148.9916687,12678.6123,753.0536499,52.71620178,0.728375673,0.453645766,-0.024321437,1.138360739,0.5740152,3,84,51,88,38,90,33,68,100,92,26,5828.998535,Penobscot
457,23023,35092,10600,ME,0,NA,256.1261292,0,-0.729276597,-0.100983359,-0.695724487,NA,NA,1,1,274,NA,NA,84,64,1,285.5,NA,NA,5986.650391,Sagadahoc
458,23031,199682,52031,ME,147.416748,11051.52832,559.3103638,33.02759933,0.712967515,0.237405643,-0.275079012,0.585795641,0.31527245,3,83,53,72,87,85,47,49,159,81,61,14052.44922,York
459,24001,73549,25559,MD,465.8464661,5342.947754,109.9444046,76.64685822,3.828308344,-0.264139235,0.280463696,-1.352864265,0.62294215,2,98,5,18,164,60,81,79,42,95,11,8729.558594,Allegany
460,24003,555280,86824,MD,290.3205566,9730.295898,257.9327087,32.99755096,2.111059666,-0.098967008,-0.275461733,0.137099087,0.468432516,5,93,10,55,62,35,89,14,117,68,44,66238.75781,Anne Arundel
461,24005,822959,185618,MD,99.45209503,8983.577148,86.98318481,27.85276413,0.243707821,-0.289766639,-0.340986639,-0.116489999,-0.125883862,5,46,74,43,78,5,130,9,124,20,109,8764.983398,Baltimore
462,24009,90114,12004,MD,0,8691.537109,1.499500155,33.32222748,-0.729276597,-0.38517639,-0.271326572,-0.215668127,-0.400361925,2,1,172,53,94,10,180,53,94,27,145,34134.70313,Calvert
463,24013,167444,23409,MD,1.496646643,7870.691406,196.6371918,88.2786026,-0.71463424,-0.16737996,0.428607702,-0.494431049,-0.236959383,3,13,270,30,218,60,125,88,39,31,214,53403.74609,Carroll
464,24015,101960,24965,MD,693.6529541,8632.3125,115.1612244,0,6.057041168,-0.258316636,-0.695724487,-0.235781074,1.216804743,3,100,1,41,185,48,164,1,293.5,98,7,30979.73242,Cecil
465,24017,152754,25680,MD,50.38690186,8808.769531,83.40952301,33.15194702,-0.236318961,-0.293755263,-0.273495317,-0.175855458,-0.244856253,3,46,170,43,178,39,191,50,158,31,216,57761.32422,Charles
466,24021,241373,42242,MD,16.78609848,9561.990234,33.03186417,42.30393219,-0.565050721,-0.349982589,-0.156933978,0.07994172,-0.248006389,3,22,243,53,146,21,247,60,126,30,219,56169.40234,Frederick
467,24025,248966,45616,MD,106.9579468,7935.170898,6.686141014,42.19374466,0.317140937,-0.379387498,-0.15833734,-0.472533524,-0.17327936,3,71,92,32,211,7,290,59,128,38,193,45850.65234,Harford
468,24027,304115,37924,MD,351.2876587,12339.63965,985.508728,101.7684937,2.707528114,0.713092744,0.600417376,1.023244143,1.261070609,4,99,2,84,21,93,9,81,25,97,4,108905.0859,Howard
469,24031,1017859,182070,MD,107.4185791,8702.848633,156.5948334,125.7584686,0.321647525,-0.212071911,0.905957997,-0.211826682,0.200926736,5,51,67,38,84,18,112,76,33,45,75,86020.17188,Montgomery
470,24033,892816,211746,MD,103.226799,7679.462891,195.389679,41.29769135,0.280637443,-0.168772325,-0.169749632,-0.55937314,-0.154314414,5,48,71,15,116,23,105,27,100,16,114,45310.98047,Prince Georges
471,24035,48600,7881,MD,0,NA,78.79710388,0,-0.729276597,-0.298903257,-0.695724487,NA,NA,1,1,274,NA,NA,69,124,1,285.5,NA,NA,47568.23828,Queen Annes
472,24037,109614,20033,MD,110.9106674,8947.301758,69.03559113,24.11021805,0.355812192,-0.309798241,-0.388652384,-0.128809288,-0.117861927,3,72,88,45,173,35,203,41,185,46,169,36798.42969,St Marys
473,24039,25980,9294,MD,177.2884216,NA,477.4749451,118.9688644,1.005215526,0.146067753,0.819484413,NA,NA,1,93,29,NA,NA,89,45,87,55,NA,NA,10613.07715,Somerset
474,24043,149270,41708,MD,33.44789124,10115.83496,490.8478088,84.0386734,-0.402040899,0.160993442,0.374607205,0.268029898,0.100397408,3,35,202,61,123,82,56,86,45,67,105,29791.79102,Washington
475,24045,101182,33762,MD,36.03573608,9462.246094,91.18515015,19.59641266,-0.376722842,-0.285076737,-0.446141034,0.046068154,-0.265468121,3,37,198,51,152,41,183,36,199,28,225,25979.23828,Wicomico
476,24047,51519,14691,MD,0,11657.68164,560.6095581,67.20584106,-0.729276597,0.23885569,0.160221219,0.79164803,0.115362085,2,1,172,85,30,88,25,75,50,75,51,58398.16016,Worcester
477,24510,622454,267351,MD,200.7256165,7349.719727,1838.44397,134.9000092,1.234512091,1.66506803,1.022386312,-0.671355426,0.812652767,5,84,22,11,121,96,6,78,30,84,22,25502.40234,Baltimore City
478,25001,214766,46145,MA,230.212738,7894.180176,513.0933228,18.70085907,1.522997856,0.185822025,-0.457546949,-0.486454159,0.191204697,3,94,19,31,216,83,54,35,204,73,84,38587.71484,Barnstable
479,25003,129288,35573,MA,133.3095093,4433.852051,790.1937866,157.5801086,0.574950099,0.495098501,1.31124413,-1.661597371,0.179923832,3,80,65,4,300,91,30,97,12,73,86,23252.98633,Berkshire
480,25005,552763,149402,MA,157.6006622,8321.155273,401.3836365,96.25512695,0.812601328,0.061140977,0.530198157,-0.341451466,0.265622258,5,72,39,32,92,56,61,65,48,52,65,29848.85742,Bristol
481,25009,763849,189658,MA,240.1872711,8004.769531,619.2052612,111.6399231,1.620583177,0.304255337,0.726141691,-0.448897511,0.550520658,5,89,15,22,106,74,36,70,41,74,36,38868.85156,Essex
482,25013,468041,166873,MA,189.0400391,7330.258301,769.9400635,147.8602753,1.120186806,0.472492963,1.187450647,-0.677964628,0.525541425,4,88,16,21,102,87,17,91,12,86,18,18041.01758,Hampden
483,25015,160759,38441,MA,145.457428,5892.743164,129.3570709,105.7237854,0.693798661,-0.242472425,0.650792658,-1.166151285,-0.016008098,3,82,57,11,279,50,157,91,30,57,136,30777.68164,Hampshire
484,25017,1556116,284911,MA,165.7646027,8258.191406,406.2704773,151.9263306,0.892472804,0.066595264,1.239236593,-0.362834305,0.45886758,5,74,36,29,96,57,59,82,25,67,45,75046.51563,Middlesex
485,25021,687721,104402,MA,79.15488434,8206.444336,336.275238,122.7836456,0.045131113,-0.011527598,0.868070126,-0.38040784,0.130316451,5,37,86,27,99,48,72,75,35,38,85,66999.71094,Norfolk
486,25023,503681,100996,MA,123.244812,9593.493164,1395.869629,37.12971497,0.47648266,1.171103477,-0.222833738,0.090640254,0.378848165,5,59,56,52,65,91,13,18,112,62,52,39154.52344,Plymouth
487,25025,758919,272485,MA,467.1261292,7981.147949,1966.217896,240.8554993,3.840827703,1.807678699,2.371854544,-0.456919521,1.890860319,5,98,4,21,107,98,3,96,6,97,5,59024.23828,Suffolk
488,25027,810935,196964,MA,171.2180023,5785.334961,515.0355835,56.17127609,0.945825875,0.187989816,0.019683011,-1.20262754,-0.012282209,5,77,32,2,133,68,44,38,85,24,103,36619.94922,Worcester
489,26015,59147,17442,MI,0,9711.572266,0.8599931,36.88691711,-0.729276597,-0.385890156,-0.225926057,0.130740449,-0.302588105,2,1,172,70,61,8,184,55,90,41,118,10113.64258,Barry
490,26017,106698,35757,MI,64.7986145,8729.503906,82.68358612,89.21779633,-0.095322713,-0.294565499,0.440569431,-0.20277442,-0.0380233,3,55,142,42,181,38,193,88,38,54,144,15487.12695,Bay
491,26021,155565,59238,MI,3.713832378,11521.18945,459.1731567,22.07314873,-0.69294256,0.125640824,-0.414596885,0.74529469,-0.059150983,3,15,266,77,73,80,63,38,195,51,153,916.3916016,Berrien
492,26025,134790,52781,MI,264.2884827,10285.87695,234.0991821,58.34015656,1.856376171,-0.125568002,0.047306262,0.325776935,0.525972843,3,97,11,63,117,67,105,73,86,91,30,13572.12109,Calhoun
493,26027,51952,17883,MI,125.4037323,12981.42969,9.340993881,82.6363678,0.49760434,-0.376424372,0.35674718,1.241198897,0.429781497,2,82,37,93,15,21,157,81,38,90,21,9.340993881,Cass
494,26037,76905,19270,MI,112.9604034,9428.256836,79.21286774,5.526725292,0.375865668,-0.298439205,-0.625335097,0.034525245,-0.128345847,2,78,45,65,71,53,94,30,140,59,83,25142.12305,Clinton
495,26045,108341,30773,MI,166.1973419,8959.630859,173.1758423,42.32965469,0.896706522,-0.193565562,-0.156606361,-0.124622263,0.105478086,3,87,41,45,171,58,132,60,125,67,103,20827.07031,Eaton
496,26049,415874,164560,MI,43.0120163,7575.272461,482.9765625,92.10388947,-0.308470786,0.152208209,0.477327228,-0.594756663,-0.068423003,4,33,86,25,97,75,33,76,31,33,86,12082.36328,Genesee
497,26065,283491,107747,MI,62.65061569,9167.879883,252.2756958,49.40123367,-0.116337553,-0.105280891,-0.066541471,-0.053899951,-0.085514963,4,44,72,44,72,49,66,44,72,30,90,21549.38672,Ingham
498,26075,159759,54291,MI,57.99108505,9819.265625,0.04945571,100.5662079,-0.161923826,-0.386794835,0.585104823,0.167313606,0.050924942,3,50,156,57,136,1,309,90,32,62,120,15372.94336,Jackson
499,26077,256752,90922,MI,124.8227463,13070.9502,210.0591431,53.04925919,0.491920292,-0.152399495,-0.020079559,1.271600485,0.397760421,4,69,40,90,14,43,74,47,69,80,26,18407.20703,Kalamazoo
500,26081,622590,205973,MI,123.812912,19408.01953,301.0539856,92.57904053,0.482040614,-0.050838627,0.483378857,3.423697948,1.084569693,5,60,55,100,1,42,80,64,50,91,13,20979.74609,Kent
501,26087,88235,25802,MI,96.38299561,9178.908203,186.1871185,94.01594543,0.213681445,-0.179043457,0.50167954,-0.050154682,0.12154071,2,75,51,63,75,68,64,86,28,76,49,14197.53516,Lapeer
502,26093,184591,32115,MI,11.15992546,9028.826172,149.2298584,71.95251465,-0.620094061,-0.220292076,0.220675707,-0.101123221,-0.180208415,3,18,256,46,168,55,141,81,60,38,194,29400.67578,Livingston
503,26099,854689,245777,MI,33.8659935,11560.06055,124.8567047,76.32860565,-0.397950411,-0.247495368,0.276410371,0.75849551,0.097365022,5,9,125,79,29,15,116,58,58,34,90,18414.68164,Macomb
504,26111,83624,24265,MI,0,9691.807617,8.354831696,46.76915741,-0.729276597,-0.377525061,-0.100064062,0.124028288,-0.270709366,2,1,172,69,63,19,161,63,75,45,110,16841.22852,Midland
505,26115,150436,40928,MI,53.10845947,11689.82617,11.02756023,42.27772903,-0.209692746,-0.374541968,-0.157267705,0.802564502,0.015265521,3,48,163,79,68,10,281,60,127,60,127,15956.65234,Monroe
506,26117,63004,25053,MI,0,16027.3584,0,13.57122898,-0.729276597,-0.386850029,-0.522878826,2.275610209,0.159151196,2,1,172,99,3,1,192.5,36,128,79,43,9719.924805,Montcalm
507,26121,171483,68672,MI,16.59840393,13249.61035,8.518886566,46.63824844,-0.566887021,-0.377341956,-0.101731345,1.332274318,0.071578503,3,21,245,90,33,9,285,65,111,63,115,10703.5752,Muskegon
508,26125,1229503,276173,MI,57.49761963,11560.85449,319.8882446,34.86716461,-0.166751623,-0.029817395,-0.251649976,0.758765101,0.077636525,5,21,108,80,28,45,75,16,115,32,93,51072.13672,Oakland
509,26139,273136,71739,MI,64.03189087,17787.15625,0.104406253,129.4595032,-0.102823913,-0.386733502,0.953095019,2.873245478,0.834195793,4,45,71,99,2,1,128,89,15,93,10,20877.07031,Ottawa
510,26145,196479,76224,MI,66.18681335,9496.692383,153.1713715,90.92709351,-0.08174134,-0.215892896,0.462339342,0.05776627,0.055617843,3,55,141,52,149,55,140,89,36,62,119,16356.04199,Saginaw
511,26147,160429,52982,MI,15.75195313,7522.34668,198.5579987,66.26087189,-0.575168192,-0.165236115,0.148185924,-0.612730503,-0.301237226,3,21,246,26,231,61,123,79,66,23,241,14833.86914,St Clair
512,26159,75351,30360,MI,92.99221802,9483.776367,31.11824799,79.94625854,0.180507958,-0.352118433,0.322485447,0.053379931,0.051063724,2,74,53,66,68,36,128,81,39,73,55,18987.56836,Van Buren
513,26161,354092,96130,MI,87.13432312,11099.77637,201.5686188,45.03918839,0.123197541,-0.161875904,-0.122097261,0.602180898,0.110351317,4,55,58,68,42,41,76,37,81,53,61,38774.74219,Washtenaw
514,26163,1778969,789976,MI,177.5632935,9373.779297,867.5147095,216.9385529,1.007904768,0.581397653,2.067244053,0.016024426,0.918142736,5,78,31,49,69,84,22,93,10,89,15,12601.41797,Wayne
515,27003,338764,70604,MN,32.58859634,8429.657227,706.6415405,67.95368958,-0.410447776,0.401844442,0.169745952,-0.304603726,-0.035865277,4,20,103,35,84,86,19,63,48,40,78,27812.06055,Anoka
516,27009,39221,12679,MN,0,NA,486.3724976,25.39632416,-0.729276597,0.155998468,-0.372272313,NA,NA,1,1,274,NA,NA,89,44,66,137,NA,NA,513.1096191,Benton
517,27013,65125,22788,MN,44.49710464,10758.72168,444.0455933,90.1443634,-0.293941498,0.108756699,0.452370346,0.486357152,0.18838568,2,57,87,78,45,85,30,84,32,81,39,14324.30371,Blue Earth
518,27017,35443,10835,MN,0,NA,250.6031799,10.50244617,-0.729276597,-0.107147619,-0.561963439,NA,NA,1,1,274,NA,NA,84,66,61,158,NA,NA,6988.424316,Carlton
519,27019,95715,11582,MN,62.88516617,11218.9834,485.6777649,0,-0.114042841,0.155223057,-0.695724487,0.642664135,-0.002970034,2,67,67,82,36,86,29,1,173,68,65,62356.17969,Carver
520,27025,53834,10415,MN,0,5870.408691,405.104187,10.11073685,-0.729276597,0.065293543,-0.566952288,-1.173736215,-0.601167917,2,1,172,22,156,84,33,33,134,10,179,405.104187,Chisago
521,27027,60879,16116,MN,43.43509674,14263.52734,1018.747925,10.97692585,-0.304331601,0.750191569,-0.555920362,1.676605105,0.391636193,2,56,88,97,7,94,13,34,132,88,24,59001.15234,Clay
522,27037,408456,77629,MN,100.4374161,10472.08691,378.5182495,16.97444153,0.253347665,0.035620533,-0.479534924,0.389014691,0.049611993,4,60,52,61,50,65,45,4,124,47,68,43955.46875,Dakota
523,27039,20290,3902,MN,0,NA,1968.651245,0,-0.729276597,1.810394645,-0.695724487,NA,NA,1,1,274,NA,NA,97,15,1,285.5,NA,NA,52269.96094,Dodge
524,27045,20843,5947,MN,42.87590408,NA,100.4203796,21.24188614,-0.309802413,-0.274769157,-0.425183982,NA,NA,1,74,104,NA,NA,72,112,64,145,NA,NA,45691.87891,Fillmore
525,27053,1197776,314302,MN,151.2544556,10185.99219,1751.769775,230.8908234,0.750513554,1.568329573,2.244942665,0.291855603,1.213910341,5,69,43,62,52,94,9,95,8,93,10,50358.08984,Hennepin
526,27055,18812,5064,MN,58.12164307,NA,0,0,-0.160646513,-0.386850029,-0.695724487,NA,NA,1,78,89,NA,NA,1,333.5,1,285.5,NA,NA,35619.29297,Houston
527,27059,38296,8975,MN,58.51565552,NA,647.8294067,0,-0.156791717,0.336203218,-0.695724487,NA,NA,1,78,88,NA,NA,92,34,1,285.5,NA,NA,647.8294067,Isanti
528,27079,27707,7144,MN,45.07278824,NA,14.04521275,8.082026482,-0.288309306,-0.371173918,-0.592790306,NA,NA,1,75,101,NA,NA,47,210,60,161,NA,NA,14.04521275,Le Sueur
529,27095,25809,8407,MN,0,NA,3194.377441,0,-0.729276597,3.1784482,-0.695724487,NA,NA,1,1,274,NA,NA,99,6,1,285.5,NA,NA,11281.9502,Mille Lacs
530,27103,33086,7504,MN,0,NA,59.74613571,0,-0.729276597,-0.320166349,-0.695724487,NA,NA,1,1,274,NA,NA,64,144,1,285.5,NA,NA,59.74613571,Nicollet
531,27109,148736,32247,MN,151.6480713,9709.375977,1127.099976,26.5385952,0.754364491,0.871125162,-0.35772413,0.129994586,0.349440038,3,85,48,56,139,95,17,42,182,83,54,745.079895,Olmsted
532,27119,31547,9239,MN,0,NA,1108.83252,0,-0.729276597,0.850736499,-0.695724487,NA,NA,1,1,274,NA,NA,94,25,1,285.5,NA,NA,1108.83252,Polk
533,27123,527411,176274,MN,157.0157471,8173.044922,1238.654907,61.79532623,0.806878865,0.995633483,0.091311924,-0.391750425,0.375518471,5,71,40,26,100,90,14,45,75,61,53,25593.20117,Ramsey
534,27137,200506,64145,MN,42.08332443,4776.325195,1181.737427,148.8648071,-0.31755659,0.932106912,1.200244546,-1.545291901,0.067375742,3,41,183,5,295,95,16,96,13,63,116,24205.22461,St Louis
535,27139,137322,19797,MN,0,11123.27637,89.67986298,0,-0.729276597,-0.286756814,-0.695724487,0.610161602,-0.275399089,3,1,291,73,85,41,184,1,293.5,25,233,46096.02734,Scott
536,27141,90401,19311,MN,83.07514191,8514.855469,1221.468994,37.64693832,0.083484754,0.976451993,-0.216246292,-0.275670022,0.142005116,2,71,58,50,100,97,7,56,88,78,44,38189.33984,Sherburne
537,27143,15021,4190,MN,0,NA,22.78138351,54.41527557,-0.729276597,-0.361423343,-0.002681728,NA,NA,1,1,274,NA,NA,53,187,74,104,NA,NA,22.78138351,Sibley
538,27145,152595,43507,MN,18.15898514,8443.9375,488.5943298,30.6257267,-0.551619112,0.15847829,-0.305669695,-0.299754083,-0.24964115,3,24,236,39,190,82,57,46,168,30,220,488.5943298,Stearns
539,27157,21381,5134,MN,0,NA,13.5420723,73.45866394,-0.729276597,-0.371735483,0.239858285,NA,NA,1,1,274,NA,NA,47,213,79,83,NA,NA,13.5420723,Wabasha
540,27163,246670,38240,MN,166.1808167,8281.058594,142.21315,30.9326458,0.896544814,-0.228123546,-0.301760733,-0.355068505,0.002898008,3,87,42,38,195,54,145,47,167,58,131,149.1499176,Washington
541,27171,128691,23298,MN,147.1407166,7661.819336,547.7492676,0.968881428,0.710267007,0.224502102,-0.683384597,-0.565364957,-0.078495115,3,83,54,27,227,84,51,12,273,50,157,64546.28906,Wright
542,28009,8470,4535,MS,0,NA,0,333.2155762,-0.729276597,-0.386850029,3.548169136,NA,NA,1,1,274,NA,NA,1,333.5,98,9,NA,NA,NA,Benton
543,28029,28921,14231,MS,0,NA,130.9749908,117.0701752,-0.729276597,-0.240666643,0.795302331,NA,NA,1,1,274,NA,NA,75,101,86,56,NA,NA,130.9749908,Copiah
544,28033,168586,48792,MS,0,10692.34082,2851.571289,36.1172142,-0.729276597,2.795836449,-0.235729128,0.463813931,0.573661149,3,1,291,68,100,99,6,53,146,92,27,33694.82813,De Soto
545,28035,76267,35304,MS,46.76163864,12826.98242,1131.445557,24.92349815,-0.271786541,0.875975311,-0.378294319,1.188747883,0.353660583,2,59,83,92,16,95,10,46,107,87,27,14.57497692,Forrest
546,28045,45627,19078,MS,152.042923,NA,426.0731201,0,0.758227468,0.088697322,-0.695724487,NA,NA,1,91,37,NA,NA,88,50,1,285.5,NA,NA,426.0731201,Hancock
547,28047,196268,83507,MS,195.6119385,10386.39746,475.8734436,61.24495316,1.184482694,0.1442803,0.084302276,0.359914154,0.443244845,3,92,27,64,114,81,60,74,81,88,40,417.7944946,Harrison
548,28049,245874,115171,MS,85.31172943,12363.21484,577.2667847,87.60462189,0.10536629,0.257447094,0.420023739,1.031250358,0.453521878,3,64,113,86,45,86,44,87,41,88,38,438.7606506,Hinds
549,28059,140676,50918,MS,12.72931004,7993.269043,574.9403076,40.1230545,-0.604740083,0.254850477,-0.184710026,-0.452803135,-0.246850699,3,19,252,33,208,86,45,57,134,31,217,349.0083923,Jackson
550,28073,58885,21104,MS,0,11640.23047,336.8337708,62.30980682,-0.729276597,-0.01090421,0.097864442,0.78572154,0.035851292,2,1,172,85,31,79,42,71,59,71,58,161.1798706,Lamar
551,28089,100202,25286,MS,109.9718399,19688.68945,17984.01953,34.89145279,0.346627206,19.68541527,-0.251340657,3.519014835,5.824929237,3,71,90,99,4,100,1,51,153,100,1,78719.60156,Madison
552,28093,36385,16083,MS,0,NA,186.901947,63.22800827,-0.729276597,-0.178245634,0.109558821,NA,NA,1,1,274,NA,NA,81,79,76,95,NA,NA,1265.485474,Marshall
553,28111,12187,6232,MS,0,NA,0,150.6397552,-0.729276597,-0.386850029,1.222850561,NA,NA,1,1,274,NA,NA,1,333.5,89,45,NA,NA,NA,Perry
554,28121,146761,41528,MS,0,14316.34277,703.4055786,35.87942123,-0.729276597,0.398232728,-0.2387577,1.694541454,0.281184971,3,1,291,94,21,89,35,53,148,79,67,466.2162476,Rankin
555,28127,27401,14052,MS,0,NA,19.86307907,23.76111794,-0.729276597,-0.364680499,-0.393098593,NA,NA,1,1,274,NA,NA,51,194,65,139,NA,NA,19.86307907,Simpson
556,28137,28415,12484,MS,0,NA,68.79862213,39.73557663,-0.729276597,-0.310062736,-0.189645007,NA,NA,1,1,274,NA,NA,67,134,70,120,NA,NA,68.79862213,Tate
557,28143,10477,6219,MS,0,NA,7175.689453,1020.277039,-0.729276597,7.622056961,12.29870701,NA,NA,1,1,274,NA,NA,100,3,100,1,NA,NA,1541.343262,Tunica
558,28163,27911,13636,MS,64.95807648,NA,459.2876282,75.84583282,-0.093762629,0.125768587,0.270261705,NA,NA,1,81,78,NA,NA,89,46,81,79,NA,NA,459.2876282,Yazoo
559,29003,17328,4788,MO,0,NA,0,62.65664291,-0.729276597,-0.386850029,0.102281809,NA,NA,1,1,274,NA,NA,1,333.5,76,97,NA,NA,NA,Andrew
560,29013,16643,6685,MO,51.76978302,NA,14.21092033,31.98952866,-0.222789615,-0.370988965,-0.288300067,NA,NA,1,76,95,NA,NA,48,209,68,130,NA,NA,24811.52148,Bates
